Genes with Zero Fragment:

pseudo_name pseudo_chr pseudo_strand pseudo_start pseudo_end pseudo_size pseudo_fragment pseudo_fpkm pseudo_primary_fragment pseudo_secondary_fragment parent_name parent_chr parent_strand parent_start parent_end parent_size parent_fragment parent_fpkm parent_primary_fragment parent_secondary_fragment pseudo_type
6547 PGOHUM00000244594 chr1 + 8969785 8969967 183 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Ambiguous
6659 PGOHUM00000244711 chr1 + 50482757 50483175 419 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Ambiguous
6666 PGOHUM00000244718 chr1 + 52446144 52446488 345 0 0 0 0 ENSP00000447677_ENST00000547899 chrHSCHR17_1 - 44566754 44567101 348 0 0 0 0 Processed
6715 PGOHUM00000244772 chr1 + 81546462 81546860 399 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Ambiguous
6822 PGOHUM00000263044 chr1 + 120371448 120371648 201 0 0 0 0 ENSP00000463391_ENST00000580077 chrHG1287_PATCH - 148788460 148838604 5467 0 0 0 0 Ambiguous
6834 PGOHUM00000244887 chr1 + 142791487 142792540 1054 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Processed
6841 PGOHUM00000244895 chr1 + 143245051 143245765 715 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
6843 PGOHUM00000244899 chr1 + 143343559 143344618 1060 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Processed
6854 PGOHUM00000264470 chr1 + 144013893 144014090 198 0 0 0 0 ENSP00000474255_ENST00000579225 chrHG1293_PATCH + 206266905 206367033 1108 0 0 0 0 Processed
6856 PGOHUM00000259586 chr1 + 144520026 144520828 803 5 2.931685 5 0 ENSP00000462722_ENST00000577843 chrHG1287_PATCH + 145901265 145902352 1088 0 0 0 0 Processed
6860 PGOHUM00000263045 chr1 + 145103904 145115885 630 0 0 0 0 ENSP00000463393_ENST00000578049 chrHG1292_PATCH - 120698574 120719143 1874 0 0 0 0 Duplicated
6873 PGOHUM00000244968 chr1 + 147332806 147332922 117 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
6896 PGOHUM00000251132 chr1 + 149370595 149378132 834 5 2.822714 5 0 ENSP00000464404_ENST00000579737 chrHG1287_PATCH + 144561207 144569992 846 0 0 0 0 Duplicated
6910 PGOHUM00000245002 chr1 + 151993640 151993867 228 0 0 0 0 ENSP00000393149_ENST00000449032 chrHG1287_PATCH - 149742044 149762280 1915 0 0 0 0 Ambiguous
6982 PGOHUM00000245071 chr1 + 167560628 167561080 453 0 0 0 0 ENSP00000211372_ENST00000211372 chrHSCHR6_MHC_QBL + 33168625 33173128 613 0 0 0 0 Processed
7018 PGOHUM00000245110 chr1 + 181392132 181392308 177 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Ambiguous
7056 PGOHUM00000262425 chr1 + 200182745 200183446 702 0 0 0 0 ENSP00000461135_ENST00000576892 chrHG1497_PATCH - 152795540 152806790 1289 0 0 0 0 Processed
7127 PGOHUM00000245228 chr1 + 227618226 227618678 453 0 0 0 0 ENSP00000211372_ENST00000211372 chrHSCHR6_MHC_QBL + 33168625 33173128 613 0 0 0 0 Processed
7131 PGOHUM00000245232 chr1 + 227694191 227695992 1126 0 0 0 0 ENSP00000457062_ENST00000568866 chrHG905_PATCH - 96952 99276 1367 0 0 0 0 Duplicated
7132 PGOHUM00000256887 chr1 + 227694391 227694561 171 0 0 0 0 ENSP00000454914_ENST00000567466 chrHG905_PATCH - 97577 99520 1061 0 0 0 0 Ambiguous
7137 PGOHUM00000264171 chr1 + 228158838 228159488 651 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
7138 PGOHUM00000264172 chr1 + 228159921 228160683 763 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
7139 PGOHUM00000262428 chr1 + 228161063 228161793 731 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
7156 PGOHUM00000245257 chr1 + 235683312 235684224 913 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Processed
7157 PGOHUM00000245258 chr1 + 235700819 235701340 522 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
7165 PGOHUM00000245267 chr1 + 238112513 238113031 519 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
7177 PGOHUM00000245279 chr1 + 242220708 242223573 1168 0 0 0 0 ENSP00000457062_ENST00000568866 chrHG905_PATCH - 96952 99276 1367 0 0 0 0 Duplicated
7185 PGOHUM00000259620 chr1 - 243218099 243218418 320 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Ambiguous
7197 PGOHUM00000245299 chr1 + 247830206 247831105 900 0 0 0 0 ENSP00000230223_ENST00000230223 chrHSCHR6_MHC_MCF - 29323243 29324290 1048 0 0 0 0 Ambiguous
7348 PGOHUM00000247567 chr20 - 55932484 55933424 941 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Processed
7353 PGOHUM00000247571 chr20 - 58989438 58989929 492 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Processed
7364 PGOHUM00000247582 chr20 + 5513523 5513977 455 0 0 0 0 ENSP00000211372_ENST00000211372 chrHSCHR6_MHC_QBL + 33168625 33173128 613 0 0 0 0 Processed
7366 PGOHUM00000247584 chr20 + 5945813 5947000 1188 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
7422 PGOHUM00000247646 chr20 + 33276490 33276778 289 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Ambiguous
7467 PGOHUM00000238982 chr21 - 9569076 9569237 162 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Ambiguous
7470 PGOHUM00000238987 chr21 - 9733505 9734108 604 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
7473 PGOHUM00000262137 chr21 - 9907196 9908434 384 0 0 0 0 ENSP00000383520_ENST00000400681 chrGL000218.1 - 38791 97420 727 0 0 0 0 Duplicated
7474 PGOHUM00000262138 chr21 - 9908884 9909349 466 0 0 0 0 ENSP00000383639_ENST00000400839 chrGL000194.1 - 53589 56131 2198 0 0 0 0 Processed
7529 PGOHUM00000239057 chr21 - 28792701 28793341 641 0 0 0 0 ENSP00000470743_ENST00000595651 chrHG1497_PATCH + 153605839 153609948 2318 0 0 0 0 Processed
7538 PGOHUM00000239067 chr21 - 34213806 34214120 315 0 0 0 0 ENSP00000470743_ENST00000595651 chrHG1497_PATCH + 153605839 153609948 2318 0 0 0 0 Ambiguous
7545 PGOHUM00000239074 chr21 - 37263510 37264457 948 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Ambiguous
7560 PGOHUM00000239091 chr21 - 45891974 45892380 407 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
7561 PGOHUM00000239092 chr21 - 45893620 45894955 1336 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Ambiguous
7565 PGOHUM00000239096 chr21 - 46796105 46796296 192 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
7573 PGOHUM00000239103 chr21 + 9734410 9735463 1054 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Processed
7589 PGOHUM00000239124 chr21 + 14414811 14418700 467 1 1.008198 1 0 ENSP00000470908_ENST00000594133 chrHG1486_PATCH - 16699847 16713305 819 0 0 0 0 Duplicated
7675 PGOHUM00000246204 chr22 - 17357107 17357262 156 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Ambiguous
7770 PGOHUM00000250324 chr22 - 31934339 31934575 237 0 0 0 0 ENSP00000447677_ENST00000547899 chrHSCHR17_1 - 44566754 44567101 348 0 0 0 0 Ambiguous
7775 PGOHUM00000246317 chr22 - 33290856 33291217 362 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
7939 PGOHUM00000246532 chr22 + 24347830 24349490 819 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Duplicated
7967 PGOHUM00000246566 chr22 + 31955468 31955921 454 0 0 0 0 ENSP00000211372_ENST00000211372 chrHSCHR6_MHC_QBL + 33168625 33173128 613 0 0 0 0 Processed
7972 PGOHUM00000246570 chr22 + 32608150 32608273 124 0 0 0 0 ENSP00000419781_ENST00000390324 chr22 + 23247029 23247204 176 0 0 0 0 Ambiguous
7981 PGOHUM00000246579 chr22 + 36568464 36568831 368 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
7982 PGOHUM00000246580 chr22 + 36569407 36569983 577 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Processed
7983 PGOHUM00000246581 chr22 + 36570262 36570879 618 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Processed
7984 PGOHUM00000246582 chr22 + 36571227 36571904 678 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
7985 PGOHUM00000246583 chr22 + 36571923 36572577 483 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
7986 PGOHUM00000246584 chr22 + 36574603 36574805 203 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Ambiguous
8056 PGOHUM00000263077 chr2 - 33281402 33281575 174 0 0 0 0 ENSP00000228929_ENST00000228929 chrHG1287_PATCH + 150573389 150573825 437 0 0 0 0 Ambiguous
8086 PGOHUM00000240039 chr2 - 50815825 50816552 728 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
8117 PGOHUM00000240069 chr2 - 63916542 63916754 213 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Ambiguous
8161 PGOHUM00000240113 chr2 - 81893600 81893851 252 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Ambiguous
8163 PGOHUM00000240115 chr2 - 83044661 83045181 521 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
8168 PGOHUM00000240120 chr2 - 85295926 85296165 240 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
8222 PGOHUM00000240179 chr2 - 92194459 92194617 159 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Ambiguous
8235 PGOHUM00000240192 chr2 - 95565325 95566405 1081 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Processed
8236 PGOHUM00000240193 chr2 - 95613617 95613917 301 0 0 0 0 ENSP00000475103_ENST00000604930 chrHG1592_PATCH - 106734944 106735476 430 0 0 0 0 Processed
8288 PGOHUM00000240244 chr2 - 109328717 109329355 639 0 0 0 0 ENSP00000470743_ENST00000595651 chrHG1497_PATCH + 153605839 153609948 2318 0 0 0 0 Processed
8317 PGOHUM00000240278 chr2 - 122501037 122501230 194 0 0 0 0 ENSP00000211372_ENST00000211372 chrHSCHR6_MHC_QBL + 33168625 33173128 613 0 0 0 0 Ambiguous
8318 PGOHUM00000240279 chr2 - 125438289 125438465 177 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Ambiguous
8337 PGOHUM00000240297 chr2 - 131039664 131040178 515 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
8356 PGOHUM00000240314 chr2 - 132126634 132127283 650 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
8357 PGOHUM00000240315 chr2 - 132127886 132129656 1771 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Processed
8358 PGOHUM00000240316 chr2 - 132129881 132131222 1342 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Processed
8359 PGOHUM00000250447 chr2 - 132131225 132131386 162 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Ambiguous
8360 PGOHUM00000240318 chr2 - 132137315 132137655 341 0 0 0 0 ENSP00000355206_ENST00000361227 chrMT + 10058 10403 346 0 0 0 0 Ambiguous
8361 PGOHUM00000240319 chr2 - 132137725 132138485 761 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
8362 PGOHUM00000240320 chr2 - 132138488 132139162 675 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Processed
8363 PGOHUM00000240321 chr2 - 132139403 132140069 667 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Processed
8364 PGOHUM00000240322 chr2 - 132140215 132141633 1419 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Processed
8365 PGOHUM00000240323 chr2 - 132142033 132143062 1030 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Processed
8366 PGOHUM00000240324 chr2 - 132143272 132143995 724 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Processed
8397 PGOHUM00000240362 chr2 - 140974565 140974807 243 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
8398 PGOHUM00000240363 chr2 - 140977212 140977936 725 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Processed
8399 PGOHUM00000240364 chr2 - 140978142 140979053 912 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Processed
8404 PGOHUM00000240368 chr2 - 143850622 143851729 1108 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Processed
8405 PGOHUM00000240369 chr2 - 143852333 143854120 1788 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Processed
8406 PGOHUM00000240370 chr2 - 143854330 143855693 1364 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Processed
8407 PGOHUM00000240371 chr2 - 143855690 143855983 294 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Processed
8408 PGOHUM00000240372 chr2 - 143856052 143856387 336 0 0 0 0 ENSP00000355206_ENST00000361227 chrMT + 10058 10403 346 0 0 0 0 Ambiguous
8409 PGOHUM00000240373 chr2 - 143856466 143857501 744 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Duplicated
8410 PGOHUM00000240374 chr2 - 143857504 143858180 677 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Processed
8411 PGOHUM00000240375 chr2 - 143858437 143858912 476 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Processed
8425 PGOHUM00000240393 chr2 - 156119969 156120269 301 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
8426 PGOHUM00000240394 chr2 - 156120674 156121334 661 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Ambiguous
8427 PGOHUM00000240395 chr2 - 156169948 156170469 522 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
8445 PGOHUM00000240413 chr2 - 165543796 165544105 310 0 0 0 0 ENSP00000470743_ENST00000595651 chrHG1497_PATCH + 153605839 153609948 2318 0 0 0 0 Ambiguous
8454 PGOHUM00000240422 chr2 - 172231443 172231787 345 0 0 0 0 ENSP00000447677_ENST00000547899 chrHSCHR17_1 - 44566754 44567101 348 0 0 0 0 Processed
8508 PGOHUM00000240477 chr2 - 202077018 202077791 774 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Ambiguous
8509 PGOHUM00000240478 chr2 - 202078015 202079382 1368 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Processed
8510 PGOHUM00000240479 chr2 - 202079379 202079672 294 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Processed
8515 PGOHUM00000240485 chr2 - 203483700 203483912 213 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
8516 PGOHUM00000240486 chr2 - 203483907 203484618 712 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
8559 PGOHUM00000240528 chr2 - 220913539 220913991 453 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
8600 PGOHUM00000240568 chr2 - 238429327 238431991 1831 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Duplicated
8601 PGOHUM00000240569 chr2 - 238432235 238432571 337 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Ambiguous
8614 PGOHUM00000240584 chr2 + 15661282 15661404 123 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
8624 PGOHUM00000240594 chr2 + 22539921 22540118 198 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
8678 PGOHUM00000240650 chr2 + 56692150 56692332 183 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Ambiguous
8724 PGOHUM00000240696 chr2 + 83042089 83042642 554 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Ambiguous
8725 PGOHUM00000240697 chr2 + 83042874 83044651 1778 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Processed
8726 PGOHUM00000240698 chr2 + 83045254 83046387 1134 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Processed
8746 PGOHUM00000240721 chr2 + 88124621 88124884 264 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Ambiguous
8788 PGOHUM00000240781 chr2 + 95540383 95540619 237 0 0 0 0 ENSP00000383639_ENST00000400839 chrGL000194.1 - 53589 56131 2198 0 0 0 0 Ambiguous
8789 PGOHUM00000240782 chr2 + 95566747 95567348 602 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
8885 PGOHUM00000240877 chr2 + 117508296 117509160 865 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Processed
8887 PGOHUM00000240879 chr2 + 117781493 117782439 947 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Processed
8888 PGOHUM00000240880 chr2 + 117782649 117783687 1039 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Processed
8889 PGOHUM00000240881 chr2 + 117784112 117784608 497 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
8894 PGOHUM00000240886 chr2 + 120968629 120969291 663 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Processed
8895 PGOHUM00000240887 chr2 + 120969302 120970440 774 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Duplicated
8896 PGOHUM00000240888 chr2 + 120970522 120970850 329 0 0 0 0 ENSP00000355206_ENST00000361227 chrMT + 10058 10403 346 0 0 0 0 Ambiguous
8897 PGOHUM00000240889 chr2 + 120970919 120971206 288 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Processed
8898 PGOHUM00000240890 chr2 + 120971206 120972564 1359 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Processed
8899 PGOHUM00000240891 chr2 + 120972804 120974824 1522 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Duplicated
8924 PGOHUM00000240918 chr2 + 131029358 131029841 484 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Ambiguous
8925 PGOHUM00000240919 chr2 + 131030051 131031080 1030 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Processed
8926 PGOHUM00000240920 chr2 + 131031480 131033018 1539 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Processed
8927 PGOHUM00000240921 chr2 + 131033164 131033832 669 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Processed
8928 PGOHUM00000240922 chr2 + 131034079 131034753 675 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Processed
8929 PGOHUM00000240923 chr2 + 131034756 131035538 783 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
8930 PGOHUM00000240924 chr2 + 131035608 131035948 341 0 0 0 0 ENSP00000355206_ENST00000361227 chrMT + 10058 10403 346 0 0 0 0 Ambiguous
8931 PGOHUM00000240925 chr2 + 131036016 131036305 290 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Processed
8932 PGOHUM00000240926 chr2 + 131036308 131037667 1360 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Processed
8933 PGOHUM00000240927 chr2 + 131037877 131039651 1775 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Processed
8934 PGOHUM00000240928 chr2 + 131040252 131040902 651 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
8947 PGOHUM00000240941 chr2 + 132127357 132127873 517 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
8972 PGOHUM00000240971 chr2 + 143851801 143852319 519 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
8989 PGOHUM00000240991 chr2 + 156167588 156167929 342 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Ambiguous
8990 PGOHUM00000240992 chr2 + 156168165 156169938 1774 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Processed
8991 PGOHUM00000240993 chr2 + 156170543 156170891 349 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
9009 PGOHUM00000241009 chr2 + 167270998 167271250 253 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
9021 PGOHUM00000241023 chr2 + 175645507 175645826 320 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Ambiguous
9058 PGOHUM00000257051 chr2 + 202413995 202414195 201 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
9059 PGOHUM00000241064 chr2 + 202414358 202414998 641 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Processed
9060 PGOHUM00000241065 chr2 + 202415242 202415764 523 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Processed
9061 PGOHUM00000241066 chr2 + 202417593 202418343 751 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
9062 PGOHUM00000241067 chr2 + 202418851 202419109 259 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Ambiguous
9063 PGOHUM00000241068 chr2 + 202419106 202420755 1358 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Duplicated
9064 PGOHUM00000241069 chr2 + 202421678 202422991 1314 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Processed
9070 PGOHUM00000241075 chr2 + 203478933 203479427 495 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
9071 PGOHUM00000241076 chr2 + 203479575 203480231 657 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Processed
9072 PGOHUM00000241077 chr2 + 203480491 203481162 672 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Processed
9073 PGOHUM00000241078 chr2 + 203481165 203481936 772 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
9074 PGOHUM00000241079 chr2 + 203482417 203482708 292 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Processed
9075 PGOHUM00000241080 chr2 + 203483319 203483573 255 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Ambiguous
9098 PGOHUM00000241102 chr2 + 212641930 212642580 651 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Ambiguous
9099 PGOHUM00000241103 chr2 + 212642997 212644487 1491 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Processed
9175 PGOHUM00000237535 chr3 - 12206798 12207141 344 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
9209 PGOHUM00000237565 chr3 - 29839133 29839315 183 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Ambiguous
9264 PGOHUM00000263115 chr3 - 50756915 50757382 468 0 0 0 0 ENSP00000463349_ENST00000577856 chrHG1287_PATCH - 147030420 147031204 785 0 0 0 0 Processed
9317 PGOHUM00000237676 chr3 - 89635983 89636111 129 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Ambiguous
